StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,avail9_1,avail9_2,avail9_3,avail9_4,avail9_5,avail9_6,avail9_7,avail930_1,avail930_2,avail930_3,avail930_4,avail930_5,avail930_6,avail930_7,avail10_1,avail10_2,avail10_3,avail10_4,avail10_5,avail10_6,avail10_7,avail1030_1,avail1030_2,avail1030_3,avail1030_4,avail1030_5,avail1030_6,avail1030_7,avail11_1,avail11_2,avail11_3,avail11_4,avail11_5,avail11_6,avail11_7,avail1130_1,avail1130_2,avail1130_3,avail1130_4,avail1130_5,avail1130_6,avail1130_7,avail12_1,avail12_2,avail12_3,avail12_4,avail12_5,avail12_6,avail12_7,avail1230_1,avail1230_2,avail1230_3,avail1230_4,avail1230_5,avail1230_6,avail1230_7,avail1_1,avail1_2,avail1_3,avail1_4,avail1_5,avail1_6,avail1_7,avail130_1,avail130_2,avail130_3,avail130_4,avail130_5,avail130_6,avail130_7,avail2_1,avail2_2,avail2_3,avail2_4,avail2_5,avail2_6,avail2_7,avail230_1,avail230_2,avail230_3,avail230_4,avail230_5,avail230_6,avail230_7,avail3_1,avail3_2,avail3_3,avail3_4,avail3_5,avail3_6,avail3_7,avail330_1,avail330_2,avail330_3,avail330_4,avail330_5,avail330_6,avail330_7,avail4_1,avail4_2,avail4_3,avail4_4,avail4_5,avail4_6,avail4_7,avail430_1,avail430_2,avail430_3,avail430_4,avail430_5,avail430_6,avail430_7
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please select all times that you are available during a typical week. - 9a - 9:30a - m,Please select all times that you are available during a typical week. - 9a - 9:30a - t,Please select all times that you are available during a typical week. - 9a - 9:30a - w,Please select all times that you are available during a typical week. - 9a - 9:30a - th,Please select all times that you are available during a typical week. - 9a - 9:30a - f,Please select all times that you are available during a typical week. - 9a - 9:30a - s,Please select all times that you are available during a typical week. - 9a - 9:30a - su,Please select all times that you are available during a typical week. - 9:30a - 10a - m,Please select all times that you are available during a typical week. - 9:30a - 10a - t,Please select all times that you are available during a typical week. - 9:30a - 10a - w,Please select all times that you are available during a typical week. - 9:30a - 10a - th,Please select all times that you are available during a typical week. - 9:30a - 10a - f,Please select all times that you are available during a typical week. - 9:30a - 10a - s,Please select all times that you are available during a typical week. - 9:30a - 10a - su,Please select all times that you are available during a typical week. - 10a - 10:30a - m,Please select all times that you are available during a typical week. - 10a - 10:30a - t,Please select all times that you are available during a typical week. - 10a - 10:30a - w,Please select all times that you are available during a typical week. - 10a - 10:30a - th,Please select all times that you are available during a typical week. - 10a - 10:30a - f,Please select all times that you are available during a typical week. - 10a - 10:30a - s,Please select all times that you are available during a typical week. - 10a - 10:30a - su,Please select all times that you are available during a typical week. - 10:30a - 11a - m,Please select all times that you are available during a typical week. - 10:30a - 11a - t,Please select all times that you are available during a typical week. - 10:30a - 11a - w,Please select all times that you are available during a typical week. - 10:30a - 11a - th,Please select all times that you are available during a typical week. - 10:30a - 11a - f,Please select all times that you are available during a typical week. - 10:30a - 11a - s,Please select all times that you are available during a typical week. - 10:30a - 11a - su,Please select all times that you are available during a typical week. - 11a - 11:30a - m,Please select all times that you are available during a typical week. - 11a - 11:30a - t,Please select all times that you are available during a typical week. - 11a - 11:30a - w,Please select all times that you are available during a typical week. - 11a - 11:30a - th,Please select all times that you are available during a typical week. - 11a - 11:30a - f,Please select all times that you are available during a typical week. - 11a - 11:30a - s,Please select all times that you are available during a typical week. - 11a - 11:30a - su,Please select all times that you are available during a typical week. - 11:30a - 12:00p - m,Please select all times that you are available during a typical week. - 11:30a - 12:00p - t,Please select all times that you are available during a typical week. - 11:30a - 12:00p - w,Please select all times that you are available during a typical week. - 11:30a - 12:00p - th,Please select all times that you are available during a typical week. - 11:30a - 12:00p - f,Please select all times that you are available during a typical week. - 11:30a - 12:00p - s,Please select all times that you are available during a typical week. - 11:30a - 12:00p - su,Please select all times that you are available during a typical week. - 12:00p - 12:30p - m,Please select all times that you are available during a typical week. - 12:00p - 12:30p - t,Please select all times that you are available during a typical week. - 12:00p - 12:30p - w,Please select all times that you are available during a typical week. - 12:00p - 12:30p - th,Please select all times that you are available during a typical week. - 12:00p - 12:30p - f,Please select all times that you are available during a typical week. - 12:00p - 12:30p - s,Please select all times that you are available during a typical week. - 12:00p - 12:30p - su,Please select all times that you are available during a typical week. - 12:30p - 1p - m,Please select all times that you are available during a typical week. - 12:30p - 1p - t,Please select all times that you are available during a typical week. - 12:30p - 1p - w,Please select all times that you are available during a typical week. - 12:30p - 1p - th,Please select all times that you are available during a typical week. - 12:30p - 1p - f,Please select all times that you are available during a typical week. - 12:30p - 1p - s,Please select all times that you are available during a typical week. - 12:30p - 1p - su,Please select all times that you are available during a typical week. - 1p - 1:30p - m,Please select all times that you are available during a typical week. - 1p - 1:30p - t,Please select all times that you are available during a typical week. - 1p - 1:30p - w,Please select all times that you are available during a typical week. - 1p - 1:30p - th,Please select all times that you are available during a typical week. - 1p - 1:30p - f,Please select all times that you are available during a typical week. - 1p - 1:30p - s,Please select all times that you are available during a typical week. - 1p - 1:30p - su,Please select all times that you are available during a typical week. - 1:30p - 2p - m,Please select all times that you are available during a typical week. - 1:30p - 2p - t,Please select all times that you are available during a typical week. - 1:30p - 2p - w,Please select all times that you are available during a typical week. - 1:30p - 2p - th,Please select all times that you are available during a typical week. - 1:30p - 2p - f,Please select all times that you are available during a typical week. - 1:30p - 2p - s,Please select all times that you are available during a typical week. - 1:30p - 2p - su,Please select all times that you are available during a typical week. - 2p - 2:30p - m,Please select all times that you are available during a typical week. - 2p - 2:30p - t,Please select all times that you are available during a typical week. - 2p - 2:30p - w,Please select all times that you are available during a typical week. - 2p - 2:30p - th,Please select all times that you are available during a typical week. - 2p - 2:30p - f,Please select all times that you are available during a typical week. - 2p - 2:30p - s,Please select all times that you are available during a typical week. - 2p - 2:30p - su,Please select all times that you are available during a typical week. - 2:30p - 3p - m,Please select all times that you are available during a typical week. - 2:30p - 3p - t,Please select all times that you are available during a typical week. - 2:30p - 3p - w,Please select all times that you are available during a typical week. - 2:30p - 3p - th,Please select all times that you are available during a typical week. - 2:30p - 3p - f,Please select all times that you are available during a typical week. - 2:30p - 3p - s,Please select all times that you are available during a typical week. - 2:30p - 3p - su,Please select all times that you are available during a typical week. - 3p - 3:30p - m,Please select all times that you are available during a typical week. - 3p - 3:30p - t,Please select all times that you are available during a typical week. - 3p - 3:30p - w,Please select all times that you are available during a typical week. - 3p - 3:30p - th,Please select all times that you are available during a typical week. - 3p - 3:30p - f,Please select all times that you are available during a typical week. - 3p - 3:30p - s,Please select all times that you are available during a typical week. - 3p - 3:30p - su,Please select all times that you are available during a typical week. - 3:30p - 4 - m,Please select all times that you are available during a typical week. - 3:30p - 4 - t,Please select all times that you are available during a typical week. - 3:30p - 4 - w,Please select all times that you are available during a typical week. - 3:30p - 4 - th,Please select all times that you are available during a typical week. - 3:30p - 4 - f,Please select all times that you are available during a typical week. - 3:30p - 4 - s,Please select all times that you are available during a typical week. - 3:30p - 4 - su,Please select all times that you are available during a typical week. - 4p - 4:30p - m,Please select all times that you are available during a typical week. - 4p - 4:30p - t,Please select all times that you are available during a typical week. - 4p - 4:30p - w,Please select all times that you are available during a typical week. - 4p - 4:30p - th,Please select all times that you are available during a typical week. - 4p - 4:30p - f,Please select all times that you are available during a typical week. - 4p - 4:30p - s,Please select all times that you are available during a typical week. - 4p - 4:30p - su,Please select all times that you are available during a typical week. - 4:30p - 5p - m,Please select all times that you are available during a typical week. - 4:30p - 5p - t,Please select all times that you are available during a typical week. - 4:30p - 5p - w,Please select all times that you are available during a typical week. - 4:30p - 5p - th,Please select all times that you are available during a typical week. - 4:30p - 5p - f,Please select all times that you are available during a typical week. - 4:30p - 5p - s,Please select all times that you are available during a typical week. - 4:30p - 5p - su
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2_1"",""choiceId"":""1""}","{""ImportId"":""QID2_1"",""choiceId"":""2""}","{""ImportId"":""QID2_1"",""choiceId"":""3""}","{""ImportId"":""QID2_1"",""choiceId"":""4""}","{""ImportId"":""QID2_1"",""choiceId"":""5""}","{""ImportId"":""QID2_1"",""choiceId"":""6""}","{""ImportId"":""QID2_1"",""choiceId"":""7""}","{""ImportId"":""QID2_2"",""choiceId"":""1""}","{""ImportId"":""QID2_2"",""choiceId"":""2""}","{""ImportId"":""QID2_2"",""choiceId"":""3""}","{""ImportId"":""QID2_2"",""choiceId"":""4""}","{""ImportId"":""QID2_2"",""choiceId"":""5""}","{""ImportId"":""QID2_2"",""choiceId"":""6""}","{""ImportId"":""QID2_2"",""choiceId"":""7""}","{""ImportId"":""QID2_3"",""choiceId"":""1""}","{""ImportId"":""QID2_3"",""choiceId"":""2""}","{""ImportId"":""QID2_3"",""choiceId"":""3""}","{""ImportId"":""QID2_3"",""choiceId"":""4""}","{""ImportId"":""QID2_3"",""choiceId"":""5""}","{""ImportId"":""QID2_3"",""choiceId"":""6""}","{""ImportId"":""QID2_3"",""choiceId"":""7""}","{""ImportId"":""QID2_4"",""choiceId"":""1""}","{""ImportId"":""QID2_4"",""choiceId"":""2""}","{""ImportId"":""QID2_4"",""choiceId"":""3""}","{""ImportId"":""QID2_4"",""choiceId"":""4""}","{""ImportId"":""QID2_4"",""choiceId"":""5""}","{""ImportId"":""QID2_4"",""choiceId"":""6""}","{""ImportId"":""QID2_4"",""choiceId"":""7""}","{""ImportId"":""QID2_5"",""choiceId"":""1""}","{""ImportId"":""QID2_5"",""choiceId"":""2""}","{""ImportId"":""QID2_5"",""choiceId"":""3""}","{""ImportId"":""QID2_5"",""choiceId"":""4""}","{""ImportId"":""QID2_5"",""choiceId"":""5""}","{""ImportId"":""QID2_5"",""choiceId"":""6""}","{""ImportId"":""QID2_5"",""choiceId"":""7""}","{""ImportId"":""QID2_6"",""choiceId"":""1""}","{""ImportId"":""QID2_6"",""choiceId"":""2""}","{""ImportId"":""QID2_6"",""choiceId"":""3""}","{""ImportId"":""QID2_6"",""choiceId"":""4""}","{""ImportId"":""QID2_6"",""choiceId"":""5""}","{""ImportId"":""QID2_6"",""choiceId"":""6""}","{""ImportId"":""QID2_6"",""choiceId"":""7""}","{""ImportId"":""QID2_7"",""choiceId"":""1""}","{""ImportId"":""QID2_7"",""choiceId"":""2""}","{""ImportId"":""QID2_7"",""choiceId"":""3""}","{""ImportId"":""QID2_7"",""choiceId"":""4""}","{""ImportId"":""QID2_7"",""choiceId"":""5""}","{""ImportId"":""QID2_7"",""choiceId"":""6""}","{""ImportId"":""QID2_7"",""choiceId"":""7""}","{""ImportId"":""QID2_8"",""choiceId"":""1""}","{""ImportId"":""QID2_8"",""choiceId"":""2""}","{""ImportId"":""QID2_8"",""choiceId"":""3""}","{""ImportId"":""QID2_8"",""choiceId"":""4""}","{""ImportId"":""QID2_8"",""choiceId"":""5""}","{""ImportId"":""QID2_8"",""choiceId"":""6""}","{""ImportId"":""QID2_8"",""choiceId"":""7""}","{""ImportId"":""QID2_9"",""choiceId"":""1""}","{""ImportId"":""QID2_9"",""choiceId"":""2""}","{""ImportId"":""QID2_9"",""choiceId"":""3""}","{""ImportId"":""QID2_9"",""choiceId"":""4""}","{""ImportId"":""QID2_9"",""choiceId"":""5""}","{""ImportId"":""QID2_9"",""choiceId"":""6""}","{""ImportId"":""QID2_9"",""choiceId"":""7""}","{""ImportId"":""QID2_10"",""choiceId"":""1""}","{""ImportId"":""QID2_10"",""choiceId"":""2""}","{""ImportId"":""QID2_10"",""choiceId"":""3""}","{""ImportId"":""QID2_10"",""choiceId"":""4""}","{""ImportId"":""QID2_10"",""choiceId"":""5""}","{""ImportId"":""QID2_10"",""choiceId"":""6""}","{""ImportId"":""QID2_10"",""choiceId"":""7""}","{""ImportId"":""QID2_11"",""choiceId"":""1""}","{""ImportId"":""QID2_11"",""choiceId"":""2""}","{""ImportId"":""QID2_11"",""choiceId"":""3""}","{""ImportId"":""QID2_11"",""choiceId"":""4""}","{""ImportId"":""QID2_11"",""choiceId"":""5""}","{""ImportId"":""QID2_11"",""choiceId"":""6""}","{""ImportId"":""QID2_11"",""choiceId"":""7""}","{""ImportId"":""QID2_12"",""choiceId"":""1""}","{""ImportId"":""QID2_12"",""choiceId"":""2""}","{""ImportId"":""QID2_12"",""choiceId"":""3""}","{""ImportId"":""QID2_12"",""choiceId"":""4""}","{""ImportId"":""QID2_12"",""choiceId"":""5""}","{""ImportId"":""QID2_12"",""choiceId"":""6""}","{""ImportId"":""QID2_12"",""choiceId"":""7""}","{""ImportId"":""QID2_13"",""choiceId"":""1""}","{""ImportId"":""QID2_13"",""choiceId"":""2""}","{""ImportId"":""QID2_13"",""choiceId"":""3""}","{""ImportId"":""QID2_13"",""choiceId"":""4""}","{""ImportId"":""QID2_13"",""choiceId"":""5""}","{""ImportId"":""QID2_13"",""choiceId"":""6""}","{""ImportId"":""QID2_13"",""choiceId"":""7""}","{""ImportId"":""QID2_14"",""choiceId"":""1""}","{""ImportId"":""QID2_14"",""choiceId"":""2""}","{""ImportId"":""QID2_14"",""choiceId"":""3""}","{""ImportId"":""QID2_14"",""choiceId"":""4""}","{""ImportId"":""QID2_14"",""choiceId"":""5""}","{""ImportId"":""QID2_14"",""choiceId"":""6""}","{""ImportId"":""QID2_14"",""choiceId"":""7""}","{""ImportId"":""QID2_15"",""choiceId"":""1""}","{""ImportId"":""QID2_15"",""choiceId"":""2""}","{""ImportId"":""QID2_15"",""choiceId"":""3""}","{""ImportId"":""QID2_15"",""choiceId"":""4""}","{""ImportId"":""QID2_15"",""choiceId"":""5""}","{""ImportId"":""QID2_15"",""choiceId"":""6""}","{""ImportId"":""QID2_15"",""choiceId"":""7""}","{""ImportId"":""QID2_16"",""choiceId"":""1""}","{""ImportId"":""QID2_16"",""choiceId"":""2""}","{""ImportId"":""QID2_16"",""choiceId"":""3""}","{""ImportId"":""QID2_16"",""choiceId"":""4""}","{""ImportId"":""QID2_16"",""choiceId"":""5""}","{""ImportId"":""QID2_16"",""choiceId"":""6""}","{""ImportId"":""QID2_16"",""choiceId"":""7""}"
2023-08-28 14:06:41,2023-08-28 14:06:41,2,,100,0,1,2023-08-28 14:06:41,R_2fTovTDZUVhA2J8,,,,,,,test,,1,1,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,1,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,,1,,1,,1,1,,,,1,1,,,1,,,1
2023-08-28 14:06:41,2023-08-28 14:06:41,2,,100,0,1,2023-08-28 14:06:41,R_cTjKpKCvctTB7Fk,,,,,,,test,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,,,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,1,,1,1,,1,,,,,,,,1,,,1,,,1,,1,1,1,,,,,,1,,,,1,1,1,1,1,1,,,,,,1,,,,,,,,1,
2023-08-28 14:06:41,2023-08-28 14:06:41,2,,100,0,1,2023-08-28 14:06:41,R_e2q7300DgBeQIHc,,,,,,,test,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,1,1,1,1,,1,1,,,,1,1,1,1,1,1,,,1,1,,1,,1,1,,1,1,1,1,1,1,,1,1,,,,,1,,,1,,,,,,1,,,,1,1,,,,,,,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,
2023-08-28 14:06:42,2023-08-28 14:06:42,2,,100,0,1,2023-08-28 14:06:42,R_eFNPNOeaUEt552e,,,,,,,test,,1,1,,,1,1,1,,,,1,,,,1,1,1,1,1,,,1,1,,1,1,1,1,,,,,1,,,,1,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,1,1,,,,,,1,,1,,,,,,,1,1,,,,1,,,,,,1,,,,1,1,1,1,1,,1,1,,,,1,1,1,,,1,,1,,
2023-08-28 14:06:42,2023-08-28 14:06:42,2,,100,0,1,2023-08-28 14:06:42,R_6QmJMYfxox7US1w,,,,,,,test,,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,,,,,,1,1,1,,1,,,,1,1,1,1,,,,,,,1,1,1,,1,,,,1,1,1,1,1,1,1
2023-08-28 14:06:42,2023-08-28 14:06:42,2,,100,0,1,2023-08-28 14:06:42,R_2trqdtqO7bjAaQm,,,,,,,test,,,,,,1,,,,,,1,,,1,1,,1,1,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,1,1,,1,1,,,1,1,1,,,1,1,1,,,,1,,1,,1,1,1,,,,,1,1,,1,,1,,1,,1,,1,,,,1,,,,,1,1,,1,1,,1,,,,
2023-08-28 14:06:42,2023-08-28 14:06:42,2,,100,0,1,2023-08-28 14:06:43,R_1TCp4BL8ouDBXQW,,,,,,,test,,1,1,1,1,1,1,1,1,,,,,,1,1,1,,1,,1,,,,,,1,,1,1,1,1,1,1,1,,1,1,,1,,1,1,,1,1,,,,,,1,1,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,1,,,,1,1,1,,1,1,1,,,,1,,1,,,,1,,,1,1,1,,,,,,,1,1,1,1,1,1,1
2023-08-28 14:06:43,2023-08-28 14:06:43,2,,100,0,1,2023-08-28 14:06:43,R_0eJupOrRd4Yej1I,,,,,,,test,,1,1,1,1,,1,1,1,,1,1,1,,1,,,1,,,,1,,1,,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,1,,1,,1,,1,,,,,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,,1,,1,1,1,,,,1,1,1,,1,1,1,1,,,,1,,,1,,,1,,1,
